# line thread mrep count
1 1 skip_list 66095
2 1 cuckoo 221629
4 2 skip_list 51450
5 2 cuckoo 121167
7 4 skip_list 42106
8 4 cuckoo 206521
10 8 skip_list 43029
11 8 cuckoo 262577
13 16 skip_list 45927
14 16 cuckoo 317612
