# line thread mrep count
1 1 skip_list 160790
2 1 cuckoo 10
3 1 prefix_hash 247204
4 1 hash_linkedlist 284375
6 2 skip_list 275113
7 2 cuckoo 20
8 2 prefix_hash 368485
9 2 hash_linkedlist 386067
11 4 skip_list 415950
12 4 cuckoo 30
13 4 prefix_hash 508926
14 4 hash_linkedlist 488137
16 8 skip_list 449986
17 8 cuckoo 40
18 8 prefix_hash 588297
19 8 hash_linkedlist 473604
21 16 skip_list 501744
22 16 cuckoo 50
23 16 prefix_hash 694899
24 16 hash_linkedlist 562126
