# line thread mrep count
1 1 skip_list 11148
2 1 cuckoo 10690
4 2 skip_list 15461
5 2 cuckoo 17719
7 4 skip_list 31746
8 4 cuckoo 37643
10 8 skip_list 48727
11 8 cuckoo 67425
13 16 skip_list 71945
14 16 cuckoo 109619
