# line thread mrep count
1 1 skip_list 246389
2 1 cuckoo 418298
3 1 prefix_hash 294002
4 1 hash_linkedlist 329896
6 2 skip_list 297857
7 2 cuckoo 310649
8 2 prefix_hash 290839
9 2 hash_linkedlist 296637
11 4 skip_list 438253
12 4 cuckoo 503291
13 4 prefix_hash 399605
14 4 hash_linkedlist 362177
16 8 skip_list 630920
17 8 cuckoo 808581
18 8 prefix_hash 423423
19 8 hash_linkedlist 273332
21 16 skip_list 896649
22 16 cuckoo 915609
23 16 prefix_hash 380569
24 16 hash_linkedlist 190753
