# line thread mrep count
1 1 skip_list 308453
2 1 cuckoo 370233
3 1 prefix_hash 330857
4 1 hash_linkedlist 331019
6 2 skip_list 304899
7 2 cuckoo 295734
8 2 prefix_hash 286730
9 2 hash_linkedlist 300590
11 4 skip_list 490162
12 4 cuckoo 504137
13 4 prefix_hash 476158
14 4 hash_linkedlist 341999
16 8 skip_list 790876
17 8 cuckoo 819738
18 8 prefix_hash 494069
19 8 hash_linkedlist 225714
21 16 skip_list 977518
22 16 cuckoo 1060976
23 16 prefix_hash 550978
24 16 hash_linkedlist 136551
