# line thread mrep count
1 1 skip_list 3801734
2 1 cuckoo 831517
3 1 prefix_hash 27777
4 1 hash_linkedlist 40000
6 2 skip_list 6234079
7 2 cuckoo 1655968
8 2 prefix_hash 45454
9 2 hash_linkedlist 41666
11 4 skip_list 8079102
12 4 cuckoo 3280294
13 4 prefix_hash 20000
14 4 hash_linkedlist 41666
16 8 skip_list 8320397
17 8 cuckoo 4127323
18 8 prefix_hash 16666
19 8 hash_linkedlist 20000
21 16 skip_list 8153587
22 16 cuckoo 8125920
23 16 prefix_hash 14492
24 16 hash_linkedlist 12195
