# line thread mrep count
1 1 skip_list
2 1 prefix_hash
3 1 hash_linkedlist
5 2 skip_list
6 2 prefix_hash
7 2 hash_linkedlist
9 4 skip_list
10 4 prefix_hash
11 4 hash_linkedlist
13 8 skip_list
14 8 prefix_hash
15 8 hash_linkedlist
17 16 skip_list
18 16 prefix_hash
19 16 hash_linkedlist
