# line thread mrep count
1 1 skip_list 399944
2 1 cuckoo 371264
3 1 prefix_hash 367438
4 1 hash_linkedlist 388551
6 2 skip_list 299390
7 2 cuckoo 295143
8 2 prefix_hash 290913
9 2 hash_linkedlist 295390
11 4 skip_list 485881
12 4 cuckoo 503146
13 4 prefix_hash 496720
14 4 hash_linkedlist 495951
16 8 skip_list 709583
17 8 cuckoo 711074
18 8 prefix_hash 629030
19 8 hash_linkedlist 629258
21 16 skip_list 749145
22 16 cuckoo 757772
23 16 prefix_hash 661808
24 16 hash_linkedlist 675240
