# line thread mrep count
1 1 skip_list 61120
2 1 cuckoo 64979
3 1 prefix_hash 75428
4 1 hash_linkedlist 100652
6 2 skip_list 265613
7 2 cuckoo 130226
8 2 prefix_hash 298934
9 2 hash_linkedlist 127421
11 4 skip_list 487676
12 4 cuckoo 483623
13 4 prefix_hash 180020
14 4 hash_linkedlist 514671
16 8 skip_list 824684
17 8 cuckoo 591175
18 8 prefix_hash 1039522
19 8 hash_linkedlist 557539
21 16 skip_list 658507
22 16 cuckoo 1648399
23 16 prefix_hash 826317
24 16 hash_linkedlist
